Address,Latitude,Longitude,MapAddress,Name
E-11/1 Islamabad,33.6453223,73.1752814,"Lehtrar Road, Ali Pur, Islamabad, Islamabad Capital Territory, Pakistan",Ali Medical Store
Express Way Koral Chowk,21.3890824,39.8579118,Mecca Saudi Arabia,Al-Makkah Medical Store
"12-M Plaza, G-8 Markaz Islamabad",33.697051,73.05125799999999,"Basement, 12M Square، G-8 Markaz، G 8 Markaz G-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",Medicine Square Medical Store
"Wasif Plaza, Murree Road, Bhara kahu Islamabad",33.7392784,73.18267279999999,"Simly Rd, Barakahu, Islamabad, ICT, Pakistan",Manzoor Medical Store
"Near Noor Hospital, Fateh Jang Road, Tarnol",33.6555905,72.9076669,"Tarnol, Islamabad, Islamabad Capital Territory, Pakistan",Noor Pharmacy
"Shifa international hospital, H-8/4",33.6790023,73.0680138,"Pitras Bukhari Road, Sector H-8/4، H 8/4 H-8, Islamabad, Islamabad Capital Territory, Pakistan",Shifa International Distribution Services
G-9 Markaz Islamabad,33.6903224,73.0315495,"Chand Plaza, Rohtas Rd, G-9 Markaz, G-9, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",New Medi Fair Medical Store
National Police Foundation 0-9 Islamabad.,33.5665034,73.13348529999999,"Police Foundation, Islamabad Capital Territory, Pakistan",IHGC Medical Store
"Main Murree Road, Bhara kahu Islamabad",33.7254831,73.1387783,"shop no,2 first floor skindar plaza oppsite Hbl bank main bhara kahu, Murree Rd, Maira, Islamabad, Islamabad Capital Territory, Pakistan",Bhara kahu Medical Store
"Ameen Plaza, Lehtrar Road",33.6297412,73.1172823,"Al-Amin Plaza, Lehtrar Rd, Khanna Dak, Bilal Town Khanna, Islamabad, Islamabad Capital Territory 44000, Pakistan",Umer Medical Store
"PAEC General Hospital, H-11/4",33.6522159,73.01580659999999,"Faqir Aipee Road, H-11/4 H 11/4 H-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",PAEC Foundation Pharmacy
"Nai Abadi, Bhara kahu Islamabad",33.7489119,73.1851121,"Nai Abadi Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Chinar Medical Store
"Awan Plaza, G-8 Markaz Islamabad",33.699466,73.049318,"Suite # 6, 2nd Floor, Awan Plaza, G-8 Markaz, G 8 Markaz G-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",Dawn Pharmacy
"Maxim Arcade, Jeddah Town Islamabad",33.5193579,73.1525087,"Islamabad, Islamabad Capital Territory, Pakistan",Skyline Distributor
"VIP Ghouri Town, Khanna East",33.6206523,73.12030349999999,"Ghauri Town, Islamabad, Rawalpindi, Islamabad Capital Territory, Pakistan",Kamran & Sons Medical Store
"Simly Dam Road, Bhara kahu Islamabad",33.738194,73.1881789,"Simly Dam Road, Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Bharakau Community Pharmacy
"Al-Amin Plaza, Lehtrar Road, Khanna Pul",33.6294743,73.1170233,"Lehtrar Road, Khanna Islamabad, Islamabad Capital Territory, Pakistan",Zaman Distributors
"Main G.T. Road, Tarnol",33.6514864,72.9091708,"Grand Trunk Rd, Tarnol, Islamabad, Islamabad Capital Territory, Pakistan",Adeel Medical Store
"Abdullah Market Lehtrar Road, Khanna Pull",33.6294743,73.1170233,"Lehtrar Road, Khanna Islamabad, Islamabad Capital Territory, Pakistan",Zahid Medical Store
"Rashid Arcade Main PWD Road, Pakistan Town Islamabad",33.5673609,73.137496,"Rashid Arcade, Main Double Road, PWD - Pakistan Town، Block A Police Foundation, Islamabad, Punjab 44000, Pakistan",Javed Pharmacy
Jinnah Avenue Blue Area,33.7087048,73.0559301,"Khyber Plaza, AK Fazal-ul-Haq Rd, Block I, Blue Area, Islamabad, ICT, Pakistan",Mubashir Medical Store
70-E Blue Area,33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Mubashir Medical Store
"Kazz Arcade, Sector G-15 Markaz Islamabad",33.6315646,72.9226649,"Kazz Arcade, Jammu & Kashmir Housing Society G 15 Markaz G-15, Islamabad, Islamabad Capital Territory, Pakistan",Zyan Pharmacy
Naval Complex E-8,33.6992078,73.0488306,"Allah Dad Plaza Markaz Rd, G-8 Markaz G 8 Markaz G-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",Mr. Chemist Plus Medical Store
I-9/3 Islamabad,33.6617123,73.0567611,"I-9/3 I-9, Islamabad, Islamabad Capital Territory, Pakistan",Abbott Laboratories Pak Limited
"Fortune Arcade Phase-5, Bahria Town Islamabad",33.5578643,73.1355421,"Bahria Town Phase VI Phase 6 Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",D. Watson Pharmacy
F-10 Markaz Islamabad,33.6974922,73.01187420000001,"F10 Markaz, 10th Avenue، F 10/3 F-10, Islamabad, Islamabad Capital Territory, Pakistan",In patient Pharmacy Maroof International hospital
Sohan Garden Housing Society,33.5652582,73.15226969999999,"Block B Soan Gardens, Islamabad, Islamabad Capital Territory, Pakistan",Medix Plus Medical Store
"21-E Huma Plaza, Blue Area",33.7220338,73.08126589999999,"Huma Plaza, Jinnah Ave, Block C, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",S & j Distributors
"Inside Family Health Hospital, I-10/4",33.6496218,73.0467304,"G 115, I-10/4 I 10/4 I-10, Islamabad, Islamabad Capital Territory, Pakistan",Imran Pharmacy
"Aziz Market, I-9/1 Islamabad",33.4814722,73.0384585,"14 km adyala road near dhagal post office, Pakistan",Shaigan Pharmacy
"Sheraz Market, Sector G-10/3",33.68578910000001,73.0162678,"Street 1, G-10/3 G 10/3 G-10, Islamabad, Islamabad Capital Territory, Pakistan",Rahat Medical Store
"Kamran Shopping Centre, Aabpara Market",33.7078923,73.0895184,"Aabpara G 6/1 G-6, Islamabad, Islamabad Capital Territory, Pakistan",Malik Medical Store
"Sharjah Centre, G-10 Markaz Islamabad",25.3462553,55.4209317,Sharjah - United Arab Emirates,Medgate Services Pharmaceuticals Distributor
"Basement Hall No 3, 4, Time Square Plaza, F-11 Markaz Islamabad",33.6833772,72.9891169,"Hillal Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",D. Watson Pharmacy
"Al-Huda Town Ahad Plaza, Lehtrar Road, Satra Meel",33.6433084,73.19902139999999,"Lehtrar Road, Al-Huda Town, Islamabad, Islamabad Capital Territory, Pakistan",Ahmed Medical Store
"Shop No 4, Mehran Plaza, G-9 Markaz Islamabad",33.6901893,73.031748,"Mehran Plaza, Rohtas Rd, G-9 Markaz, G-9, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Jamal Medical Store
"Near Sohan Union Council, Sohan Islamabad",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Al-Hamd Medical Store
Ibd.,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Islamabad Medical Complex Pharmacy Lehtrar Road
"G.T. Road, nar Tarnol Phattak",33.685749,73.04468729999999,"Nishtar Market, Shop 5, Block 17, St 55, G-9-4, G-9, G 9/4 G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Tahir Medical Store
Sector G-8 Markaz Islamabad,33.6992033,73.0485892,"Markaz Rd, G-8 Markaz G 8 Markaz G-8, Islamabad, Islamabad Capital Territory, Pakistan",Doctor’s Pharmacy
"Jalal Arcade, Pakistan Town PWD",33.6318845,73.0717997,"Chandni Chowk Flyover, D Block، Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Al-Latif Pharmacy
"Simly Dam Road, Bhara kahu Islamabad",33.738194,73.1881789,"Simly Dam Road, Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Ghousia Medical Store
"Deen Arcade FECHS, Sector E-11/2",33.6988666,72.9689398,"F.E.C.H.S. E-11, Islamabad, Islamabad Capital Territory, Pakistan",A & K Pharmacy
"Main Lehtrar Road, Ali Pur farash Islamabad",33.6453223,73.1752814,"Lehtrar Road, Ali Pur, Islamabad, Islamabad Capital Territory, Pakistan",Gujar Khan Medical Store
Naear Patrol Pump G-8 Markaz Islamabad,33.6992033,73.0485892,"Markaz Rd, G-8 Markaz G 8 Markaz G-8, Islamabad, Islamabad Capital Territory, Pakistan",New Eman Medical Store
"Manzoor Plaza, G.T. Road, Rawat Islamabad",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Haroon Medical Store
"Kashif Plaza, Sector F-8 Markaz Islamabad",33.7104946,73.0390878,"Kashif Plaza, Shop 5, Block 4B, F-8 Markaz, F-8, Islamabad, ICT, Pakistan",Al-Noor Pharmacy
"Industrial Area, I-9",30.375321,69.34511599999999,Pakistan,Glaxosmithkline Pakistan Ltd
"Asif Plaza, Beewell Hospital, Fazal-e-Haq Road, B.A",33.710061,73.058341,"East Wing, 2nd Floor, Asif Plaza, A.K.M. Fazal-Ul-Haq Road, Blue Area، Pakistan",Beewell Pharmacy
"Oppt. Union Council, Simly Dam Road, Bhara kahu Islamabad",33.7373875,73.1864026,"Budh Bazar Rd, Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Jainnah Pharmacy
"Shahnawaz Shopping Centre, F-8 Markaz Islamabad",33.7112505,73.03799219999999,"Shehnaz Plaza, Plot No 14-Y, Johar Rd, F-8 Markaz, F-8, Islamabad, ICT, Pakistan",Hameed Pharmacy
"Murree Road, Athal Chowk, Bhara kahu Islamabad",33.7405438,73.1810247,"Murree Rd, Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Alpha Omega Integrated Services Distributor
Madina Town Bhara kahu Islamabad,33.7380556,73.1851121,"Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Life Pharmacy
"Super Market, F-6 Market",33.7294979,73.0771618,"School Rd, F-6 Markaz, F-6, F 6 Markaz F-6, Islamabad, Islamabad Capital Territory 44000, Pakistan",Al-Kausar Pharmacy
"Fateh jang Road, Tarnol",33.6555905,72.9076669,"Tarnol, Islamabad, Islamabad Capital Territory, Pakistan",Khyber Hospital Medical Store
"Fatima Plaza, Near KRL Flats, Jhangi Syedan",33.6215077,72.94257759999999,"Fatima Plaza, Rehman Town Link Rd, Jhangi Syedian, Islamabad, Islamabad Capital Territory, Pakistan",Umair Medical Store
PWD Main 0-9,40.6794209,-73.86347030000002,"3404, 35 101st Ave, Brooklyn, NY 11208, United States",Al-Noor Pharmacy
"Al-Hayat Plaza, G-10 Markaz Islamabad",33.6755189,73.0140112,"G-10 Markaz G 10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",Healer’s Pharmacy
"DHA-II, G.T. Road",31.8886915,74.2383901,"Grand Trunk Rd, Punjab, Pakistan",Sidara Pharmacy
"Qazi Plaza, Sector G-9 Markaz Islamabad",33.6856724,73.0445639,"Nishtar Market, Plot 21/1, St 55, G-9-4, G-9, G 9/4 G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Sitara Medical Store
"Kiani Road, Bhara kahu Islamabad",33.755976,73.2100237,"Murree Rd, Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Niazi Medical Store Ramzan Plaza
"River Garden, Main Highway Islamabad",33.55042299999999,73.168943,"River Gardens Housing Scheme, Islamabad, Islamabad Capital Territory, Pakistan",Nosh Pharmacy
"Al-Makkah Market, Rawat Islamabad",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Dawar Medical Store
"Khyber Plaza, Blue Area",33.70885980000001,73.0555516,"Din Pavallions Plaza, Jinnah Ave, Block I, Blue Area, G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Shaheen Pharmacy
"Main Murree Road, Bhara kahu Islamabad",33.7397132,73.1799274,"Murree Rd, Athal Chowk, Barakahu, Islamabad, ICT, Pakistan",Sarwar Medical Store
"Shaheen Plaza, Khursheed Market, Sector F-10/1 Islamabad",33.645999,73.03535029999999,"Shaheen Plaza, Sohni Rd, I-10-1 Markaz, I-10, I 10 Markaz I-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",IHS Pharmacy
"North Service Road, Sector I-9/2",33.6638136,73.0498492,"Service Rd N, I-9, Islamabad, Islamabad Capital Territory, Pakistan",S. Ejaz ud Din Co.
"Ist Floor, Plot No 276, I-9/3 Islamabad",33.6617123,73.0567611,"I-9/3 I-9, Islamabad, Islamabad Capital Territory, Pakistan",Hospital Supply Corporation Distributor
"Select Centre, F-11 Markaz Islamabad",33.6848245,72.9864961,"Hilal Road, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Al-Latif Pharmacy
G-9/1 Islamabad,33.6778464,73.0318006,"G- Kashmir Hwy, 1, Service Road South, G 9/1 G-9, Islamabad, Islamabad Capital Territory 44000, Pakistan", KRL Foundation Pharmacy
"Ali Medical Centre, F-8 Markaz Islamabad",33.7105372,73.0420472,"Kohistan Road، F8-Markaz، Islamabad, Pakistan",IDH Pharmacy-24
"Shahwez Centre, F-8 Markaz Islamabad",33.7115684,73.0378058,"Shawaiz Centre, Ground Floor, Plot 8-C, Johar Rd, F-8 Markaz, F-8, Islamabad, ICT, Pakistan",Bilal Medical Store
"Lehtrar Road, Satra Meel",33.645224,73.1745179,"Lehtrar Road, Islamabad, Islamabad Capital Territory, Pakistan",Ali Medical Store
"Zeeshan Plaza, Sector G-8 Markaz Islamabad",33.6990088,73.04925639999999,"Zeeshan Plaza, G-8 Markaz, G-8, G 8 Markaz G-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",Khalil Pharmacy
Kahuta Industrial Triangle,33.5414484,73.14679819999999,"Kahuta Rd, Model Town Humak, Islamabad, Islamabad Capital Territory, Pakistan",Rotex Pharma Pvt Ltd
"Al-Inayat Shopping Mall, G-11 Markaz Islamabad",33.669322,72.999939,"G-11 Markaz Islamabad، G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",Al-Rehman Pharmacy
Shakrial Zia Masjid,33.63679279999999,73.1084677,"Khan Akbar Town، Nawaz, Islamabad, Rawalpindi, Islamabad Capital Territory 46000, Pakistan",Haseeb Medical Store
"Jinnah Super Market, F-7",33.7211528,73.0575267,"Opposite To Flower Market، College Road، F 7 Markaz F-7, Islamabad, Islamabad Capital Territory, Pakistan",Royal Medical Store
"Commercial Market, Nai Abadi, Madina Town, Ali Pur farash Islamabad",33.6456822,73.1739398,"Madina Town Rd, Ali Pur, Islamabad, Islamabad Capital Territory, Pakistan",Baig & Sons Pharma Distributor
"Plot No 154, St. No 9, Industrial Area, I-10/3 Islamabad",33.6467957,73.0375761,"I-10, Islamabad, Islamabad Capital Territory, Pakistan",IBL Operations Pvt Ltd
"Phase-IV, Allah Hoo chowk, Bahria Town Islamabad",33.5523081,73.1393337,"Shop #1 Bahria Heights II Rawalpindi, 46000, Pakistan",Shaheen Pharmacy
"Business Trade Centre, F-10 Markaz Islamabad",33.6928402,73.0139016,"Shop No. 2, Capital Trade Center, Ground Floor, N#212 Street 54, F 10/4 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Shaheen Pharmacy
"Sangum Market, I-8/3",33.6719789,73.0745829,"Market Parking 1, I-8/3 I 8/3 I-8, Islamabad, Islamabad Capital Territory, Pakistan",Medika Pharmacy
"Madina Arcade, G-13/1 Islamabad",33.6456099,72.96350149999999,"Street 110, G-13/1 G 13/1 G-13, Islamabad, Islamabad Capital Territory, Pakistan",Al-Nasir Pharmacy
"Taqwa Market, Sector G-9/4 Islamabad",33.6894567,73.03999139999999,Noor Plaza Taqwa Market Street 66 G-9/4، Pakistan,Noor Pharmacy
Officer Colony Sarai Kharbooza,23.733022,90.38533790000001,"121, Islamia Market, Nilkhet, Dhaka 1205, Bangladesh",Altaf Medical Store
"Near Motorway Chowk, Jhangi Syeddan",33.6316478,72.9384993,"G.T. Road Interchange (Motorway Chowk), Grand Trunk Rd, G-15, Islamabad, Islamabad Capital Territory, Pakistan",Madina Medical Store
"Main Fateh Jang Road, Tarnol",33.6555905,72.9076669,"Tarnol, Islamabad, Islamabad Capital Territory, Pakistan",Khan Medical Sore
"Shafi Hospital lehtrar Road, Ali Pur Nai Abadi",33.6453417,73.1754395,"Lehtrar Rd, Nai Abadi, Alipur, Islamabad, Islamabad Capital Territory 44600, Pakistan",Shafi Medical Store
"Umer Plaza, F-8 Markaz Islamabad",33.7116988,73.04141299999999,"Kohistan Rd, F-8 Markaz F 8 Markaz F-8, Islamabad, Islamabad Capital Territory, Pakistan",Mehmood Pharmacy
"Ghakhar Complex, Koral Town, Express Way",32.3001995,74.13880259999999,"Ghakhar, Gujranwala, Punjab, Pakistan",D. Pharma Medical Store
Phase-I Khanna East High Way Islamabd,33.6206523,73.12030349999999,"Ghauri Town, Islamabad, Rawalpindi, Islamabad Capital Territory, Pakistan",Pharmaclinics Pharmacy
F-8 Markaz Islamabad,33.7115085,73.0413186,"Plot 13-F, Kohistan Rd, F-8 Markaz, F-8, F 8 Markaz F-8, Islamabad, Islamabad Capital Territory 44220, Pakistan",A.R. Sons Pharmacy Umer Centre
Near Post Office Golra Sharif,33.6939092,72.97705909999999,"Golra E-11, Islamabad, Islamabad Capital Territory, Pakistan",Family Medical Store
New Abadi Sohan Islamabad,33.5348215,73.1427052,"Nai Abadi Islamabad, Islamabad Capital Territory, Pakistan",Zeeshan Medical Store
"Jinnah Buleward DHA, Phase-II",33.5311431,73.1579935,"Sector E DHA Phase II, Islamabad, Islamabad Capital Territory, Pakistan",Medi Cure Pharmacy
"Harmain Plaza, near Ghosia Masjid Ali Pur",53.56527910000001,-2.4439276,"Bolton BL3 6SX, UK",The Health Care Pharmacy
main G.T. Road Tarnol,33.6514864,72.9091708,"Grand Trunk Rd, Tarnol, Islamabad, Islamabad Capital Territory, Pakistan",Tanoli Store
"jawa Road, Rawat Islamabad",33.4966669,73.1950832,"Gakhar Market, Jawa Rd, Main Bazar, Rawat, Islamabad, Islamabad Capital Territory 45900, Pakistan",Hasnain Medical Store
"lehtrar Road, Ali Pur",33.6451462,73.1808034,"Lehtarar Road, Ali Pur, Islamabad, Islamabad Capital Territory, Pakistan",New Attiqa Medical Store
"Shoukat Plaza, I-10 Markaz Islamabad",33.6482399,73.0404568,"Shaukat Plaza, Shop 10, Korang Rd, I-10 Markaz, I-10, I 10 Markaz I-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Walton Pharmacy
"Beverly Centre, Blue Area",33.7201801,73.0738234,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Noman Pharmacueitcals Distributors
"Madina Cash & Carry, Main Service Road East Khanna Pul",33.6292743,73.1134983,"Khanna Pul, Khanna Rawalpindi, Islamabad Capital Territory, Pakistan",MCC Pharmacy
"Main murree Road, Bhara kahu Islamabad",33.74581,73.18965,"Barakahu, Islamabad, ICT, Pakistan",Abbas Medical Sore
"I & T Centre, G-9/4 Islamabad",33.6860674,73.04511839999999,"Street 55, G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Elixir Pharmacy
"Lehtrar Road, P&V Scheme, Tarlai",33.645224,73.1745179,"Lehtrar Road, Islamabad, Islamabad Capital Territory, Pakistan",Dr. Sadaf Specialized Clinics Pharmacy
"Pakistan Town, Phase-II",30.375321,69.34511599999999,Pakistan,Al-Madina Medical Store
"Simly Dam Road, Bhara kahu Islamabad",33.743176,73.18615799999999,"Punjab College, Satra Meel, Phulgran, P.O. Bharakahu, Islamabad, Murree Rd, Bhara Kahu, Islamabad, Islamabad Capital Territory 45400, Pakistan",Hassan Pharmacy
"Mehran Plaza, G-9 Markaz Islamabad",33.6901893,73.031748,"Mehran Plaza, Rohtas Rd, G-9 Markaz, G-9, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Tayyab Medical Store
"Awami Trade Centre, G-9 Markaz Islamabad",33.6900366,73.0317646,"Mehran Plaza, Rohtas Rd, G-9 Markaz, G-9, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Azra Masood Medical Store
"Al-Falah Manzil, St. No 26, Sector E-11/4",33.6981342,72.9799189,"Alfalah Manzil, Street 26, Golra NPF Golra E-11, Islamabad, Islamabad Capital Territory, Pakistan",Iqbal & Company
"Sudra Chowk Sharifabad Road, Tarlai",33.6424851,73.13363199999999,"Java Rd, Burma Town, Islamabad, Islamabad Capital Territory, Pakistan",Uzefa Medical Store
"Sangam Market, I-8/3",33.6719789,73.0745829,"Market Parking 1, I-8/3 I 8/3 I-8, Islamabad, Islamabad Capital Territory, Pakistan",Awan Medical Store
"Main Simbli Dam Road, Madina Market, Bhara kahu Islamabad",33.7449623,73.1762626,"Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Ruqqkia Medical Store
"Near Quaid-e-Azam International hospital, Golra more Islamabad",33.6251427,72.9734166,"Near Golra Morr، Peshawar Road، H-13, Islamabad, Rawalpindi, Islamabad Capital Territory, Pakistan",Boots Pharmacy
Al-Inayat Mall G-11 Markaz Islamabad,33.6679494,72.9971274,"Software Technology Park, Service Rd N, G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",Premier Health Services
"Fateh Jang Road, Marchan Stop Tarnol",33.5672929,72.6505957,"Fateh Jang, Attock, Punjab, Pakistan",Amjad Ali Medical Store
"Chungi Gillani Plaza, Peshawar Road",33.8835894,72.3764904,"Peshawar Rd, Pakistan",New Khan Medical Store
"Main Murree Road, Bhara kahu Islamabad",33.7405438,73.1810247,"Murree Rd, Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Masha Allah Medical Store
"Near Adil CNG Simly Dam Road, Bhara kahu Islamabad",33.7354828,73.21395509999999,Near Seri choke، Pakistan,Al-Bashir Medical Store
"Allah Wala Plaza, G-9 Markaz Islamabad",33.6876775,73.0338865,"G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory, Pakistan",Ali Pharmacy
"Block-D, Civil Centre, Phase-IV, Bahria Town Islamabad",33.549391,73.1239781,"175، Block D St, Civic Center Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",Vogue Pharmacy
"Huma Plaza, Blue Area",33.7220338,73.08126589999999,"Huma Plaza, Jinnah Ave, Block C, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",New Fedceral Medical Store
"Main Double road, PWD Housing Societty Lohi Bher",33.5814951,73.16298780000001,"Lohi Bhair, Islamabad, Islamabad Capital Territory, Pakistan",Megalife Pharmacy
"Harno Thanda Pani, Lehtrar Road",33.6469923,73.2188377,"Lehtrar Road, Thanda Pani, Islamabad, Islamabad Capital Territory, Pakistan",Faisal Medical Store
"Bismillah Plaza, G-11/2",33.6718465,72.9911948,"Adnan Market, St 69, G-11-2, G-11, G 11/2 G-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",SH Markeeting Services (Pvt) Ltd
"Main Samli Dam Road, Pind Begwal",33.7079175,73.2473996,"Simly Dam Road, Islamabad, Islamabad Capital Territory, Pakistan",Gomal Medical Store
Harin mera P.O Sihala,33.2615676,73.3057508,"Gujar Khan, Rawalpindi, Punjab, Pakistan",Super Gujar Khan Medical Store
"mehran Plaza, Sector G-9 Markaz Islamabad",33.6901599,73.0316928,"G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory, Pakistan",New Medicine Point Medical Store
Zaki Centre I-8 Markaz Islamabad,33.6667828,73.07330809999999,"44 Zak Tower, I-, I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",Pharmacons Pharmaceuticals Distributors
"Block 27-H, Mumtaz Plaza, G-9 Markaz Islamabad",33.6886389,73.0314937,"Mumtaz Plaza, Rohtas Rd, G-9 Markaz, G-9, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Sajid Medical Store
I-9/3 Islamabad,33.6635628,73.059079,"Street 3, I-9/3 I 9/3 I-9, Islamabad, Islamabad Capital Territory, Pakistan",Abu Dawood Trading Co.
Industrial Triangle Islamabad.,33.5455885,73.1475627,"Khuda Bakhsh Rd, Humak Islamabad, Islamabad Capital Territory, Pakistan",Amson Vaccines & Pharma Pvt Ltd
G-13/1 Islamabad,33.6456828,72.9622965,"G-13/1 G-13, Islamabad, Islamabad Capital Territory, Pakistan",Al-Abbas Medical Services
Golra Railway Station,33.6705685,72.9476309,"Golra Rd, Islamabad, Islamabad Capital Territory, Pakistan",Arshad Medical Store
"I & T Centre, G-9/4 Islamabad",33.663516,73.081251,"Street 92, I-8/4 I 8/4 I-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",A&Z Health Services
main Bazar Sangjani,33.6746148,72.8482247,"Sangjani, Islamabad, Islamabad Capital Territory, Pakistan",Babar Vet & Medical Store
"Fateh Jang Road, Tarnol",33.6555905,72.9076669,"Tarnol, Islamabad, Islamabad Capital Territory, Pakistan",Imran Medical Store
"Garden Town New Shakrial, Zaia Masjid",9.4535964,12.0318456,"Numan, Nigeria",Numan-B Medical Store
"Square Time Plaza, I-8 Markaz Islamabad",33.6673258,73.0752199,"Time Square Plaza, I-8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",Shaheen Pharmacy
"Mughal Plaza, Benazir Chowk Fateh Jang Road, Tarnol",33.5672929,72.6505957,"Fateh Jang, Attock, Punjab, Pakistan",First Plus Pharmacy
"Ahmed Plaza, Trammari Chowk Lehtrar Rd",33.645224,73.1745179,"Lehtrar Road, Islamabad, Islamabad Capital Territory, Pakistan",Roots Health Sciences Distributors
Tiens Plaza G-8 Markaz Islamabad,33.6983104,73.0477178,"G-8 Markaz G 8 Markaz G-8, Islamabad, Islamabad Capital Territory, Pakistan",Taianshi International Pakistan Company (Pvt) Ltd
"Allah Dad Plaza, Sector G-8 Markaz Islamabad",33.699164,73.04889229999999,"G-8 Markaz G 8 Markaz G-8, Islamabad, Islamabad Capital Territory, Pakistan",Jan Sons Pharmacy
Darbar Golra Sharif,33.6916525,72.9742912,"Golra Rd, Golra E-11, Islamabad, Islamabad Capital Territory, Pakistan",Apna Medical Store
"Al-Rehman Plaza, G-11 Markaz Islamabad",33.6687503,73.0004931,"G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",Pharma Save Pharmacy
Barma Town Islamabad,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Shabbir Medical & Veterinary Store
"Islamabad Specialist Clinic Kiran Plaza, F-8 Markaz Islamabad",33.7110178,73.04147259999999,"Kiran Plaza, Ground Floor, Plot 13-A, F-8 Markaz, F-8, Islamabad, ICT, Pakistan",Pharmacy-24 (IDH)
"Jinnah Super market, Sector F-7 Markaz Islamabad",33.72142,73.05662,"F-7 Markaz, F-7, Islamabad, ICT, Pakistan",Javed Pharmacy
"Main Murree Road, Bhara kahu Islamabad",33.7460296,73.19110440000001,"Murree Rd, Mohallah Chaudhrian Bhara Kahu, Kot Hathyal, Islamabad, Islamabad Capital Territory, Pakistan",Al-Majeed Health Mart Pharmacy
"Main Murree New PCO Stop, Bhara kahu Islamabad",33.7405438,73.1810247,"Murree Rd, Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Ist U Pharmcy
"Sitara Plaza, Diplomatic Enclave Sector G-5",33.7215366,73.1067838,"Ramna 5, Sitara Plaza, Diplomatic Enclave, G5, Diplomatic Enclave, Islamabad, Islamabad Capital Territory 44000, Pakistan",World Mart Pharmacy
"Sarai Kharboza, G.T. Road Tarnol",33.6514864,72.9091708,"Grand Trunk Rd, Tarnol, Islamabad, Islamabad Capital Territory, Pakistan",Ghazi Brothers Distributors
